region,2023,unit
Bamako,4227569.00,人
Sikasso,1841658.00,人
Ségou,1333563.00,人
Kayes,1144944.00,人
Mopti,1024903.00,人
Koulikoro,1154427.00,人
Gao,246825.00,人
Tombouctou,280358.00,人
Kidal,26778.00,人
