region,2023,unit
Thimphu,114551.00,人
Chhukha,27658.00,人
Sarpang,9858.00,人
Samdrup Jongkhar,9325.00,人
Wangdue Phodrang,8954.00,人
Punakha,6262.00,人
Bumthang,6243.00,人
Samtse,4981.00,人
Mongar,3502.00,人
Trashigang,3037.00,人
Trashi Yangtse,2735.00,人
Trongsa,2695.00,人
Paro,2362.00,人
Zhemgang,2332.00,人
Dagana,1146.00,人
