region,2023,unit
Maale,133019.00,人
Addu,10398.00,人
Thiladhunmathee Dhekunuburi,10251.00,人
Fuvammulah,7888.00,人
Huvadhuatholhu Uthuruburi,5370.00,人
Huvadhuatholhu Dhekunuburi,5230.00,人
Faadhippolhu,4103.00,人
Nilandheatholhu Dhekunuburi,3132.00,人
Ariatholhu Dhekunuburi,3000.00,人
Maalhosmadulu Dhekunuburi,2658.00,人
Miladhunmadulu Uthuruburi,2104.00,人
Miladhunmadulu Dhekunuburi,2041.00,人
Maalhosmadulu Uthuruburi,1531.00,人
Kolhumadulu,1321.00,人
Felidheatholhu,506.00,人
