region,2023,unit
Tunis,929440.00,人
Sfax,660649.00,人
Sousse,656639.00,人
Kairouan,231727.00,人
Gabès,290005.00,人
Bizerte,364062.00,人
L’Ariana,305996.00,人
Gafsa,269162.00,人
Kasserine,240919.00,人
Monastir,481342.00,人
Nabeul,658200.00,人
Ben Arous,352148.00,人
Béja,162532.00,人
Médenine,417892.00,人
Mahdia,181206.00,人
Tataouine,94260.00,人
Manouba,200342.00,人
Kef,123914.00,人
Sidi Bouzid,78613.00,人
Jendouba,113603.00,人
Tozeur,78447.00,人
Siliana,72969.00,人
Kébili,71018.00,人
Zaghouan,47737.00,人
