region,country,2023,unit
Artvin,Turkey,78654.00,人
Temerin,Serbia,25780.00,人
Koper,Slovenia,25753.00,人
Ogooué-Lolo,Gabon,25651.00,人
Logone Oriental,Chad,25650.00,人
Samut Songkhram,Thailand,25623.00,人
Utena,Lithuania,25608.00,人
El Tarf,Algeria,96700.00,人
Velenje,Slovenia,25594.00,人
Treinta y Tres,Uruguay,29287.00,人
Bačka Palanka,Serbia,25476.00,人
Savannah,Ghana,38041.00,人
Rocha,Uruguay,53778.00,人
Lamu,Kenya,30765.00,人
Diego Martin,Trinidad and Tobago,35558.00,人
Carmarthenshire,United Kingdom,59148.00,人
Prachin Buri,Thailand,40280.00,人
Denbighshire,United Kingdom,52709.00,人
East Sepik,Papua New Guinea,25143.00,人
Zaghouan,Tunisia,47737.00,人
Marsabit,Kenya,52127.00,人
Kibuku,Uganda,35000.00,人
Mohale’s Hoek,Lesotho,65122.00,人
Portalegre,Portugal,62358.00,人
Nenetskiy Avtonomnyy Okrug,Russia,25677.00,人
Panjshir,Afghanistan,24723.00,人
Mont Buxton,Seychelles,24701.00,人
Raška,Serbia,24680.00,人
Nana-Grébizi,Central African Republic,24661.00,人
Dowa,Malawi,31678.00,人
Río Negro,Uruguay,41162.00,人
Abim,Uganda,24400.00,人
Preah Vihear,Cambodia,48740.00,人
Birkirkara,Malta,24356.00,人
Carlow,Ireland,24272.00,人
Clare,Ireland,33475.00,人
Kalungu,Uganda,24250.00,人
Caazapá,Paraguay,69191.00,人
Saint George,Saint Vincent and the Grenadines,37114.00,人
Hodh el Gharbi,Mauritania,24199.00,人
Novo Mesto,Slovenia,24183.00,人
Vrbas,Serbia,24112.00,人
Isle of Wight,United Kingdom,67622.00,人
Adrar,Mauritania,24021.00,人
Kara,Togo,79966.00,人
Butaleja,Uganda,40800.00,人
Angus,United Kingdom,61630.00,人
Grand Gedeh,Liberia,23903.00,人
Cibitoke,Burundi,23885.00,人
Phetchabun,Thailand,73885.00,人
Ennedi-Ouest,Chad,23786.00,人
Aţ Ţafīlah,Jordan,34099.00,人
Laois,Ireland,23494.00,人
Kyenjojo,Uganda,23467.00,人
Az̧ Z̧āhirah,Oman,23466.00,人
Kėdainiai,Lithuania,23447.00,人
Svilajnac,Serbia,23391.00,人
Buri Ram,Thailand,76558.00,人
Reykjanesbær,Iceland,23329.00,人
Geghark’unik’,Armenia,86748.00,人
Mwaro,Burundi,23167.00,人
Apatin,Serbia,23155.00,人
Chanthaburi,Thailand,66803.00,人
Moray,United Kingdom,41868.00,人
Buyende,Uganda,42072.00,人
Despotovac,Serbia,22995.00,人
Ardahan,Turkey,22927.00,人
Lōgar,Afghanistan,60536.00,人
Kotido,Uganda,22900.00,人
Westmeath,Ireland,45536.00,人
Kagadi,Uganda,22813.00,人
Ogre,Latvia,22767.00,人
Moka,Mauritius,31591.00,人
Andorra la Vella,Andorra,22615.00,人
Westmoreland,Jamaica,22600.00,人
Sliema,Malta,22591.00,人
Donegal,Ireland,26780.00,人
Moyo,Uganda,22434.00,人
Kémo,Central African Republic,22419.00,人
Kiboga,Uganda,22400.00,人
Morona-Santiago,Ecuador,42694.00,人
Valmiera,Latvia,22376.00,人
Rumphi,Malawi,22358.00,人
Thurgau,Switzerland,103922.00,人
Bundibugyo,Uganda,22300.00,人
Požeško-Slavonska Županija,Croatia,31432.00,人
Telšiai,Lithuania,22261.00,人
Canillo,Andorra,28037.00,人
São Filipe,Cabo Verde,22227.00,人
Saint John,Antigua and Barbuda,22219.00,人
Topola,Serbia,22207.00,人
Soroca,Moldova,22196.00,人
Surdulica,Serbia,22190.00,人
Kilkenny,Ireland,22179.00,人
Lobaye,Central African Republic,38652.00,人
Kédougou,Senegal,33327.00,人
Cornwall,United Kingdom,243312.00,人
Wicklow,Ireland,48365.00,人
Dzavhan,Mongolia,22006.00,人
Ghāt,Libya,22000.00,人
Lebane,Serbia,22000.00,人
Hodh ech Chargui,Mauritania,39811.00,人
Kayanza,Burundi,21767.00,人
Gros-Islet,Saint Lucia,21660.00,人
Matam,Senegal,62395.00,人
Arhangay,Mongolia,21620.00,人
Aragatsotn,Armenia,21600.00,人
Eastern Highlands,Papua New Guinea,21507.00,人
Satun,Thailand,21498.00,人
Flores,Uruguay,21429.00,人
Ghanzi,Botswana,21420.00,人
Tauragė,Lithuania,21416.00,人
Kildare,Ireland,94466.00,人
Ararat,Armenia,56276.00,人
Sa Kaeo,Thailand,65576.00,人
Ntcheu,Malawi,21241.00,人
Obock,Djibouti,21200.00,人
Basel-Landschaft,Switzerland,157442.00,人
Jēkabpils,Latvia,21150.00,人
Yasothon,Thailand,34641.00,人
Belait,Brunei,25341.00,人
Nong Bua Lamphu,Thailand,41681.00,人
Orhei,Moldova,30187.00,人
Morazán,El Salvador,95248.00,人
Ukmergė,Lithuania,21048.00,人
Loei,Thailand,33005.00,人
Grande Comore,Comoros,48267.00,人
Vladičin Han,Serbia,20938.00,人
Hentiy,Mongolia,20935.00,人
Leskovac,Serbia,20913.00,人
Lučani,Serbia,20897.00,人
Mulanje,Malawi,20870.00,人
Ennedi-Est,Chad,20850.00,人
East Lothian,United Kingdom,61550.00,人
Rivière du Rempart,Mauritius,32622.00,人
İsmayıllı,Azerbaijan,20660.00,人
Ogooué-Ivindo,Gabon,25544.00,人
Kladovo,Serbia,20635.00,人
Pool,Congo (Brazzaville),32564.00,人
Fermanagh and Omagh,United Kingdom,34281.00,人
Phichit,Thailand,43952.00,人
Kanungu,Uganda,35405.00,人
Northwest Territories,Canada,20340.00,人
Senta,Serbia,20302.00,人
Guainía,Colombia,20279.00,人
East New Britain,Papua New Guinea,27286.00,人
Mosta,Malta,20241.00,人
Bīnshangul Gumuz,Ethiopia,20226.00,人
Ağsu,Azerbaijan,20200.00,人
Ağstafa,Azerbaijan,20200.00,人
Wexford,Ireland,52625.00,人
Găgăuzia,Moldova,69164.00,人
Bueng Kan,Thailand,72346.00,人
Biləsuvar,Azerbaijan,20098.00,人
Bubanza,Burundi,20031.00,人
Nan,Thailand,50017.00,人
Haut-Mbomou,Central African Republic,37187.00,人
Antrim and Newtownabbey,United Kingdom,19986.00,人
Ocotepeque,Honduras,28758.00,人
Ulcinj,Montenegro,19921.00,人
Akureyri,Iceland,19893.00,人
Dornogovĭ,Mongolia,23617.00,人
New Ireland,Papua New Guinea,19849.00,人
Gjirokastër,Albania,30123.00,人
Dokolo,Uganda,19810.00,人
Pećinci,Serbia,19720.00,人
Conwy,United Kingdom,56346.00,人
Visaginas,Lithuania,19586.00,人
Herceg Novi,Montenegro,19536.00,人
Ömnögovĭ,Mongolia,19396.00,人
Virovitičko-Podravska Županija,Croatia,30805.00,人
Aberdeenshire,United Kingdom,73795.00,人
Kamwenge,Uganda,19240.00,人
Caerphilly,United Kingdom,103475.00,人
Tavush,Armenia,45664.00,人
Attapu,Laos,19200.00,人
Sligo,Ireland,19199.00,人
Pljevlja,Montenegro,19136.00,人
Phayao,Thailand,76285.00,人
Omaheke,Namibia,19101.00,人
,Guernsey,27924.00,人
Naitasiri,Fiji,18919.00,人
Sironko,Uganda,18900.00,人
Garðabær,Iceland,18891.00,人
Hadjer-Lamis,Chad,50626.00,人
,Serbia,108949.00,人
Arilje,Serbia,18792.00,人
Ranong,Thailand,55986.00,人
Jwaneng,Botswana,18784.00,人
Pamplemousses,Mauritius,48493.00,人
Majdanpek,Serbia,18686.00,人
Lower River,"Gambia, The",18672.00,人
Siyəzən,Azerbaijan,18655.00,人
‘Amrān,Yemen,32616.00,人
Awdal,Somalia,18600.00,人
Leposaviq,Kosovo,18600.00,人
Al Kufrah,Libya,18587.00,人
Blaenau Gwent,United Kingdom,44223.00,人
Fatick,Senegal,48543.00,人
Upper River,"Gambia, The",37516.00,人
Străşeni,Moldova,18376.00,人
Tipperary,Ireland,28264.00,人
Solothurn,Switzerland,69721.00,人
Sermersooq,Greenland,22205.00,人
Mohéli,Comoros,18277.00,人
Boquerón,Paraguay,38142.00,人
Palangos Miestas,Lithuania,18132.00,人
Sangre Grande,Trinidad and Tobago,30454.00,人
Kikuube,Uganda,18100.00,人
Wandsworth,United Kingdom,32823.00,人
Sanma,Vanuatu,18062.00,人
Mwanza,Malawi,18039.00,人
Porto Novo,Cabo Verde,18028.00,人
Saatlı,Azerbaijan,17900.00,人
Ptuj,Slovenia,17880.00,人
Sing Buri,Thailand,31780.00,人
Maryland,Liberia,17837.00,人
Salaspils,Latvia,17826.00,人
Musandam,Oman,17777.00,人
Varvarin,Serbia,17772.00,人
Chitipa,Malawi,17743.00,人
Ngora,Uganda,17700.00,人
Bokèo,Laos,17687.00,人
Chari-Baguirmi,Chad,35648.00,人
Veliko Gradište,Serbia,17610.00,人
Flacq,Mauritius,45306.00,人
Zamora-Chinchipe,Ecuador,30919.00,人
Baringo,Kenya,32192.00,人
Kisoro,Uganda,17561.00,人
Tobago,Trinidad and Tobago,17537.00,人
Midlothian,United Kingdom,46856.00,人
Budva,Montenegro,17479.00,人
Vladimirci,Serbia,17462.00,人
Viljandi,Estonia,17407.00,人
Plungė,Lithuania,17385.00,人
East Berbice-Corentyne,Guyana,29329.00,人
Namayingo,Uganda,17300.00,人
Krupanj,Serbia,17295.00,人
Illizi,Algeria,26477.00,人
Kretinga,Lithuania,17207.00,人
Trstenik,Serbia,17180.00,人
Mayuge,Uganda,17151.00,人
Lezhë,Albania,41399.00,人
Astara,Azerbaijan,16800.00,人
ǁKaras,Namibia,45374.00,人
Kaliro,Uganda,16796.00,人
Ma’rib,Yemen,16794.00,人
Flintshire,United Kingdom,78314.00,人
Kunaṟ,Afghanistan,16700.00,人
Brodsko-Posavska Županija,Croatia,28371.00,人
Saint Ann,Jamaica,30342.00,人
Zveçan,Kosovo,16650.00,人
Lamphun,Thailand,82802.00,人
Wele-Nzas,Equatorial Guinea,52903.00,人
Micoud,Saint Lucia,16620.00,人
Ohangwena,Namibia,29011.00,人
Mārupe,Latvia,16544.00,人
Qusar,Azerbaijan,16500.00,人
Sinoe,Liberia,16434.00,人
Ntungamo,Uganda,16400.00,人
Schwyz,Switzerland,99104.00,人
Žitorađa,Serbia,16368.00,人
Tukums,Latvia,16318.00,人
Moroto,Uganda,16300.00,人
Lyantonde,Uganda,16300.00,人
Al Maḩwīt,Yemen,16291.00,人
Mid-Ulster,United Kingdom,26928.00,人
Brus,Serbia,16263.00,人
Tower Hamlets,United Kingdom,26524.00,人
Šilutė,Lithuania,16200.00,人
Maardu,Estonia,16170.00,人
Mé-Zóchi,Sao Tome and Principe,16140.00,人
Al Jawf,Yemen,16044.00,人
Ucar,Azerbaijan,30291.00,人
Manafwa,Uganda,26700.00,人
Milne Bay,Papua New Guinea,15939.00,人
Klaipėda,Lithuania,15932.00,人
Kuršumlija,Serbia,15905.00,人
Bar,Montenegro,15868.00,人
Govĭ-Altay,Mongolia,15800.00,人
Bobonaro,Timor-Leste,15800.00,人
Vieux-Fort,Saint Lucia,15750.00,人
Appenzell Ausserrhoden,Switzerland,15744.00,人
Titel,Serbia,15738.00,人
Masallı,Azerbaijan,30400.00,人
Paktīkā,Afghanistan,40053.00,人
Kukës,Albania,20983.00,人
Nakhon Nayok,Thailand,15585.00,人
Marsaskala,Malta,15579.00,人
Mae Hong Son,Thailand,53602.00,人
Tagant,Mauritania,15532.00,人
Lwengo,Uganda,31058.00,人
Brakna,Mauritania,25936.00,人
Edineţ,Moldova,15520.00,人
Rakvere,Estonia,15516.00,人
Kučevo,Serbia,15516.00,人
Escaldes-Engordany,Andorra,15506.00,人
Lajkovac,Serbia,15475.00,人
Uthai Thani,Thailand,24365.00,人
Hela,Papua New Guinea,15413.00,人
Żabbar,Malta,15404.00,人
Kürdəmir,Azerbaijan,15385.00,人
Black River,Mauritius,15345.00,人
Phrae,Thailand,39411.00,人
Zubin Potok,Kosovo,15200.00,人
Butambala,Uganda,15196.00,人
Radviliškis,Lithuania,15112.00,人
Kidal,Mali,26778.00,人
Phôngsali,Laos,15083.00,人
Isle of Anglesey,United Kingdom,27144.00,人
Struga,North Macedonia,15009.00,人
Ghōr,Afghanistan,30000.00,人
Quthing,Lesotho,24720.00,人
Tasman,New Zealand,15000.00,人
Agago,Uganda,15000.00,人
Baucau,Timor-Leste,14961.00,人
North East,Ghana,14927.00,人
Naxxar,Malta,14890.00,人
Tadjourah,Djibouti,14820.00,人
Portland,Jamaica,14816.00,人
"Armagh City, Banbridge and Craigavon",United Kingdom,29521.00,人
Saint George,Dominica,14725.00,人
San Ġwann,Malta,14720.00,人
Cēsis,Latvia,14699.00,人
Töv,Mongolia,14660.00,人
Djanet,Algeria,14655.00,人
Sigulda,Latvia,14632.00,人
Offaly,Ireland,14607.00,人
Čajetina,Serbia,14585.00,人
Debar,North Macedonia,14561.00,人
Siparia,Trinidad and Tobago,27634.00,人
Oyam,Uganda,14500.00,人
Burgenland,Austria,14476.00,人
Chai Nat,Thailand,14469.00,人
Radoviš,North Macedonia,14460.00,人
Clackmannanshire,United Kingdom,14440.00,人
Bugweri,Uganda,14431.00,人
Basse-Kotto,Central African Republic,21577.00,人
Srbobran,Serbia,14357.00,人
Sühbaatar,Mongolia,14297.00,人
Nkhata Bay,Malawi,14274.00,人
Mionica,Serbia,14263.00,人
Svrljig,Serbia,14249.00,人
Neftçala,Azerbaijan,14241.00,人
Knić,Serbia,14237.00,人
Sjenica,Serbia,14060.00,人
Kirinyaga,Kenya,14056.00,人
Merošina,Serbia,13968.00,人
Bukedea,Uganda,13900.00,人
Shtërpcë,Kosovo,13858.00,人
Chuuk,"Micronesia, Federated States of",13856.00,人
Trbovlje,Slovenia,13822.00,人
Plav,Montenegro,13805.00,人
Kamnik,Slovenia,13800.00,人
San Ġiljan,Malta,13792.00,人
Babək,Azerbaijan,19352.00,人
Orange Walk,Belize,13750.00,人
Scottish Borders,United Kingdom,35680.00,人
Ang Thong,Thailand,45902.00,人
Pembrokeshire,United Kingdom,35489.00,人
Bamingui-Bangoran,Central African Republic,13704.00,人
Jesenice,Slovenia,13702.00,人
Argyll and Bute,United Kingdom,13640.00,人
Rožaje,Montenegro,13608.00,人
West Grand Bahama,"Bahamas, The",13577.00,人
Tovuz,Azerbaijan,43490.00,人
Nova Varoš,Serbia,13507.00,人
Corozal,Belize,13502.00,人
Kriva Palanka,North Macedonia,13481.00,人
Žitište,Serbia,13412.00,人
Kaabong,Uganda,13400.00,人
Sédhiou,Senegal,13394.00,人
Kotor,Montenegro,13347.00,人
Tórshavn,Faroe Islands,13326.00,人
Dibër,Albania,24113.00,人
Domžale,Slovenia,13222.00,人
Saint George Basseterre,Saint Kitts and Nevis,13220.00,人
Druskininkai,Lithuania,13170.00,人
Drochia,Moldova,13150.00,人
Novi Bečej,Serbia,13133.00,人
Bomi,Liberia,13114.00,人
Mayo,Ireland,13054.00,人
Chukotskiy Avtonomnyy Okrug,Russia,34451.00,人
Nova Gorica,Slovenia,13031.00,人
Ağdam,Azerbaijan,16772.00,人
Kumi,Uganda,13000.00,人
Bunyangabu,Uganda,12984.00,人
Bijelo Polje,Montenegro,12900.00,人
Amolatar,Uganda,12900.00,人
Kapchorwa,Uganda,12900.00,人
Western,Papua New Guinea,23149.00,人
Căuşeni,Moldova,12874.00,人
Encamp,Andorra,12826.00,人
Nickerie,Suriname,12818.00,人
Qəbələ,Azerbaijan,22315.00,人
Grand Port,Mauritius,23242.00,人
Serere,Uganda,12700.00,人
Saaremaa,Estonia,12698.00,人
Galápagos,Ecuador,33448.00,人
Cacheu,Guinea-Bissau,18370.00,人
Jura,Switzerland,12682.00,人
,"Virgin Islands, British",12603.00,人
Thyolo,Malawi,19629.00,人
,American Samoa,12576.00,人
Osečina,Serbia,12571.00,人
Tərtər,Azerbaijan,12563.00,人
Murang’a,Kenya,12541.00,人
Ialoveni,Moldova,23422.00,人
Culfa,Azerbaijan,12500.00,人
Hînceşti,Moldova,12491.00,人
Negotino,North Macedonia,12488.00,人
Saint David,Grenada,12486.00,人
Sîngerei,Moldova,12465.00,人
Cetinje,Montenegro,12460.00,人
Pomeroon-Supenaam,Guyana,12448.00,人
Sillamäe,Estonia,12439.00,人
Gomba,Uganda,12439.00,人
Commewijne,Suriname,18055.00,人
Taraclia,Moldova,12355.00,人
Dundgovĭ,Mongolia,12339.00,人
Kunene,Namibia,18348.00,人
Bulgan,Mongolia,12323.00,人
Penal/Debe,Trinidad and Tobago,19481.00,人
Beyləqan,Azerbaijan,12263.00,人
Bela Palanka,Serbia,12126.00,人
Kosjerić,Serbia,12090.00,人
Făleşti,Moldova,12074.00,人
Santa Catarina,Cabo Verde,12026.00,人
Dāykundī,Afghanistan,12000.00,人
Aakkâr,Lebanon,16730.00,人
Floreşti,Moldova,11998.00,人
Cimişlia,Moldova,11997.00,人
Monmouthshire,United Kingdom,43058.00,人
Bačka Topola,Serbia,11930.00,人
Żebbuġ,Malta,11903.00,人
Võru,Estonia,11865.00,人
West Sepik,Papua New Guinea,11863.00,人
Åland,Finland,11812.00,人
Škofja Loka,Slovenia,11797.00,人
Valga,Estonia,11792.00,人
Batočina,Serbia,11760.00,人
Blace,Serbia,11754.00,人
Elektrénai,Lithuania,11753.00,人
Cavan,Ireland,11741.00,人
Hackney,United Kingdom,11734.00,人
Sveti Nikole,North Macedonia,11728.00,人
Bujumbura Rural,Burundi,11700.00,人
Nakasongola,Uganda,11700.00,人
Izola,Slovenia,11682.00,人
Fgura,Malta,11670.00,人
Rokiškis,Lithuania,11606.00,人
La Massana,Andorra,11591.00,人
Chimbu,Papua New Guinea,11553.00,人
Sheema,Uganda,11547.00,人
Saint Thomas,Jamaica,22657.00,人
Krapinsko-Zagorska Županija,Croatia,20186.00,人
Żejtun,Malta,11508.00,人
Ličko-Senjska Županija,Croatia,11502.00,人
Rabat,Malta,11497.00,人
Rača,Serbia,11475.00,人
Lakshadweep,India,11473.00,人
Malo Crniće,Serbia,11422.00,人
Qax,Azerbaijan,11415.00,人
Powys,United Kingdom,11357.00,人
Causeway Coast and Glens,United Kingdom,22327.00,人
Inchiri,Mauritania,11235.00,人
Arta,Djibouti,11221.00,人
Samtskhe-Javakheti,Georgia,21347.00,人
Murska Sobota,Slovenia,11190.00,人
Lac,Chad,11120.00,人
Berane,Montenegro,11073.00,人
Rezina,Moldova,11032.00,人
Nakaseke,Uganda,34421.00,人
Kayah State,Burma,11000.00,人
Rutland,United Kingdom,10975.00,人
Rekovac,Serbia,10971.00,人
Longford,Ireland,10952.00,人
Al Mahrah,Yemen,10948.00,人
Attard,Malta,10930.00,人
Béni Abbès,Algeria,10885.00,人
Serravalle,San Marino,10878.00,人
Anenii Noi,Moldova,10872.00,人
Marowijne,Suriname,16081.00,人
Probištip,North Macedonia,10826.00,人
Żurrieq,Malta,10823.00,人
Călăraşi,Moldova,10808.00,人
Amuru,Uganda,10800.00,人
Middlesbrough,United Kingdom,20704.00,人
Ceredigion,United Kingdom,10707.00,人
Kwania,Uganda,10700.00,人
Bela Crkva,Serbia,10675.00,人
Graçanicë,Kosovo,10675.00,人
Šiauliai,Lithuania,10651.00,人
Bonaire,"Bonaire, Sint Eustatius, and Saba",10620.00,人
Jurbarkas,Lithuania,10571.00,人
Daşkəsən,Azerbaijan,10566.00,人
Ada,Serbia,10547.00,人
Sečanj,Serbia,10544.00,人
Savanne,Mauritius,10507.00,人
Keila,Estonia,10499.00,人
Alytus,Lithuania,10489.00,人
Jõhvi,Estonia,10482.00,人
Biržai,Lithuania,10444.00,人
Govĭsümber,Mongolia,10434.00,人
Trat,Thailand,10413.00,人
Addu,Maldives,10398.00,人
Ordubad,Azerbaijan,10372.00,人
Obwalden,Switzerland,10368.00,人
Central River,"Gambia, The",22770.00,人
Vilkaviškis,Lithuania,10291.00,人
Cantagalo,Sao Tome and Principe,10290.00,人
Kavango West,Namibia,10261.00,人
Thiladhunmathee Dhekunuburi,Maldives,10251.00,人
Samux,Azerbaijan,10228.00,人
Stann Creek,Belize,10217.00,人
Kazo,Uganda,10200.00,人
Vakaga,Central African Republic,10178.00,人
Kaunas,Lithuania,10110.00,人
Naftalan,Azerbaijan,10100.00,人
Mellieħa,Malta,10087.00,人
Lembá,Sao Tome and Principe,10068.00,人
Vrnjačka Banja,Serbia,10065.00,人
Swieqi,Malta,10064.00,人
Kirundo,Burundi,10024.00,人
,Spain,10000.00,人
Bomet,Kenya,10000.00,人
Butha-Buthe,Lesotho,10000.00,人
Bukomansimbi,Uganda,10000.00,人
Kuldīga,Latvia,9940.00,人
Sant Julià de Lòria,Andorra,9915.00,人
Olaine,Latvia,9908.00,人
Tutong,Brunei,9883.00,人
Thaba-Tseka,Lesotho,15305.00,人
Kanjiža,Serbia,9871.00,人
Sarpang,Bhutan,9858.00,人
Sveitarfélagið Árborg,Iceland,9812.00,人
Bauska,Latvia,9811.00,人
Ħamrun,Malta,9743.00,人
Birżebbuġa,Malta,9736.00,人
Raseiniai,Lithuania,9686.00,人
Trakai,Lithuania,15592.00,人
Delčevo,North Macedonia,9644.00,人
Nadroga and Navosa,Fiji,9622.00,人
Gwynedd,United Kingdom,9615.00,人
Muyinga,Burundi,9609.00,人
Ćuprija,Serbia,9609.00,人
Postojna,Slovenia,9605.00,人
Cantemir,Moldova,12991.00,人
Phangnga,Thailand,18374.00,人
Saldus,Latvia,9553.00,人
Santa Cruz,Cabo Verde,9530.00,人
Batanes,Philippines,9517.00,人
Buliisa,Uganda,9500.00,人
Ćićevac,Serbia,9446.00,人
Hani i Elezit,Kosovo,9403.00,人
Uri,Switzerland,9401.00,人
Makamba,Burundi,9396.00,人
Haapsalu,Estonia,9375.00,人
Tivat,Montenegro,9367.00,人
Ntchisi,Malawi,9357.00,人
Samdrup Jongkhar,Bhutan,9325.00,人
Bordj Badji Mokhtar,Algeria,9323.00,人
Sədərək,Azerbaijan,11306.00,人
Rîşcani,Moldova,9259.00,人
Los Santos,Panama,9255.00,人
Gədəbəy,Azerbaijan,9161.00,人
Žabalj,Serbia,9161.00,人
Ražanj,Serbia,9150.00,人
Katakwi,Uganda,9100.00,人
Logatec,Slovenia,9091.00,人
Cuvette-Ouest,Congo (Brazzaville),17924.00,人
Manatuto,Timor-Leste,9022.00,人
Chobe,Botswana,9008.00,人
Vrhnika,Slovenia,8969.00,人
Wangdue Phodrang,Bhutan,8954.00,人
Kgalagadi,Botswana,12696.00,人
Amuria,Uganda,8900.00,人
Prienai,Lithuania,8894.00,人
Mayaro/Rio Claro,Trinidad and Tobago,8881.00,人
Goranboy,Azerbaijan,16230.00,人
Mokhotlong,Lesotho,8809.00,人
Sremski Karlovci,Serbia,8750.00,人
Koror,Palau,8744.00,人
Siġġiewi,Malta,8721.00,人
Paola,Malta,8706.00,人
Bududa,Uganda,8700.00,人
Glodeni,Moldova,8676.00,人
Talsi,Latvia,8649.00,人
Anykščiai,Lithuania,8638.00,人
Dobele,Latvia,8589.00,人
Vinica,North Macedonia,8584.00,人
Tarxien,Malta,8583.00,人
Imsida,Malta,8545.00,人
Arkhabīl Suquţrá,Yemen,8545.00,人
Cuyuni-Mazaruni,Guyana,8532.00,人
Basarabeasca,Moldova,8471.00,人
Joniškis,Lithuania,8466.00,人
Zərdab,Azerbaijan,8450.00,人
Nidwalden,Switzerland,8393.00,人
Gadžin Han,Serbia,8389.00,人
Kaišiadorys,Lithuania,8334.00,人
Golubac,Serbia,8331.00,人
Slovenska Bistrica,Slovenia,8219.00,人
Rubirizi,Uganda,8204.00,人
Akmenė,Lithuania,8170.00,人
Kočevje,Slovenia,8151.00,人
Nova Crnja,Serbia,8147.00,人
Province Nord,New Caledonia,8144.00,人
Ermera,Timor-Leste,8133.00,人
Beočin,Serbia,8058.00,人
Dimitrovgrad,Serbia,8043.00,人
Varėna,Lithuania,8042.00,人
Gżira,Malta,8029.00,人
Nisporeni,Moldova,7986.00,人
Sokobanja,Serbia,7982.00,人
West Coast,New Zealand,15517.00,人
Saint Mary,Jamaica,7906.00,人
Alebtong,Uganda,7900.00,人
Quinara,Guinea-Bissau,9209.00,人
Monaghan,Ireland,7894.00,人
Fuvammulah,Maldives,7888.00,人
Malaita,Solomon Islands,7882.00,人
Lienchiang,Taiwan,7815.00,人
Sembabule,Uganda,7800.00,人
Paide,Estonia,7793.00,人
Trelawny,Jamaica,7779.00,人
Nunavut,Canada,7740.00,人
Bioko Sur,Equatorial Guinea,7739.00,人
Grosuplje,Slovenia,7703.00,人
Vayots’ Dzor,Armenia,7633.00,人
Yardımlı,Azerbaijan,7623.00,人
Mtskheta Mtianeti,Georgia,7606.00,人
Lobata,Sao Tome and Principe,7604.00,人
Kibaale,Uganda,7600.00,人
Odžaci,Serbia,7556.00,人
Ādaži,Latvia,7535.00,人
Ludza,Latvia,7524.00,人
Kelmė,Lithuania,7512.00,人
Mondolkiri,Cambodia,7500.00,人
Bački Petrovac,Serbia,7452.00,人
Leova,Moldova,7443.00,人
Orkney Islands,United Kingdom,7420.00,人
Ravne na Koroškem,Slovenia,7363.00,人
Aračinovo,North Macedonia,7315.00,人
Lerik,Azerbaijan,7301.00,人
Kičevo,North Macedonia,7280.00,人
Slovenj Gradec,Slovenia,7249.00,人
Teleneşti,Moldova,7227.00,人
Lapovo,Serbia,7143.00,人
Ruyigi,Burundi,7139.00,人
Novobërdë,Kosovo,7121.00,人
Donduşeni,Moldova,7101.00,人
Ştefan Vodă,Moldova,7078.00,人
Diekirch,Luxembourg,7047.00,人
In Guezzam,Algeria,7045.00,人
Oğuz,Azerbaijan,7002.00,人
Santa Venera,Malta,6932.00,人
Tana River,Kenya,6931.00,人
Rabat (Ghawdex),Malta,6901.00,人
Kiruhura,Uganda,6900.00,人
Shetland Islands,United Kingdom,6880.00,人
Borgo Maggiore,San Marino,6871.00,人
Obiliq,Kosovo,6864.00,人
Krāslava,Latvia,6854.00,人
Aizkraukle,Latvia,6853.00,人
Krško,Slovenia,6852.00,人
Brežice,Slovenia,6843.00,人
Ajdovščina,Slovenia,6843.00,人
Šalčininkai,Lithuania,6841.00,人
Līvāni,Latvia,6790.00,人
Gulbene,Latvia,6715.00,人
Criuleni,Moldova,6708.00,人
Litija,Slovenia,6688.00,人
Limbaži,Latvia,6613.00,人
Madona,Latvia,6561.00,人
Roscommon,Ireland,6555.00,人
Gulf,Papua New Guinea,6551.00,人
Bogatić,Serbia,6488.00,人
Tibesti,Chad,6432.00,人
Pasvalys,Lithuania,6411.00,人
Lubombo,Eswatini,6381.00,人
Medveđa,Serbia,6360.00,人
Boa Vista,Cabo Verde,6357.00,人
Funafuti,Tuvalu,6320.00,人
Manus,Papua New Guinea,6313.00,人
Punakha,Bhutan,6262.00,人
Bumthang,Bhutan,6243.00,人
Phalombe,Malawi,6242.00,人
Kavadarci,North Macedonia,6228.00,人
Pohnpei,"Micronesia, Federated States of",12301.00,人
Ub,Serbia,6191.00,人
Kupiškis,Lithuania,6178.00,人
Alūksne,Latvia,6175.00,人
Sal,Cabo Verde,6173.00,人
Western,Solomon Islands,6154.00,人
Mengeš,Slovenia,6119.00,人
Bač,Serbia,6087.00,人
Junik,Kosovo,6084.00,人
Viqueque,Timor-Leste,6078.00,人
Cəbrayıl,Azerbaijan,6070.00,人
Schaan,Liechtenstein,6039.00,人
Sežana,Slovenia,6037.00,人
Zagorje ob Savi,Slovenia,6023.00,人
Hanover,Jamaica,6002.00,人
Mitooma,Uganda,6000.00,人
Glarus,Switzerland,5996.00,人
Radovljica,Slovenia,5981.00,人
Luqa,Malta,5945.00,人
Zarasai,Lithuania,5942.00,人
Briceni,Moldova,5900.00,人
Şoldăneşti,Moldova,5883.00,人
Echternach,Luxembourg,5870.00,人
Rutana,Burundi,5865.00,人
Berovo,North Macedonia,5850.00,人
Idrija,Slovenia,5848.00,人
Preiļi,Latvia,5841.00,人
Širvintos,Lithuania,5802.00,人
Ranillug,Kosovo,5800.00,人
